"common market","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>common market</b><div class=""content"">When the integration of a group of national economies is taken beyond the stage of a <a href=""entry://customs union""><span class=""links"">customs union</span></a> by the adoption of common economic policies and the facilitation of free movement of capital and labour, a common market results. The most accomplished example is the <a href=""entry://European Union""><span class=""links"">European Union</span></a>.<br class=""nLine"" />CJ&nbsp;</div>"
"Commonwealth","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Commonwealth</b>
<span class=""red""><b><i>(British)</b></i></span>
<div class=""content"">The Commonwealth evolved from the meetings between Britain and the self-governing dominions of Australia, Canada, South Africa, and New Zealand during and after the First World War. The <a href=""entry://Statute of Westminster""><span class=""links"">Statute of Westminster</span></a>, 1931, confirmed the dominions' status as quasi-sovereign states, bound together voluntarily by the British Crown. During the Second World War the dominions assumed the powers of sovereign states (they, rather than Britain, declared war on Germany, and the dominion of Ireland decided to remain neutral). In 1947 India, Pakistan, and Ceylon became dominions and members of the Commonwealth, Burma chose not to join on gaining independence in 1948, and in 1949 Ireland left the Commonwealth. In 1949 India became a republic, but chose to remain within the Commonwealth.<br class=""nLine"" />The Commonwealth is dominated numerically by poor states in Africa, Asia, the Caribbean, and the Pacific who joined on obtaining independence. Dependencies and colonies such as Hong Kong and the Falklands are not members. Namibia, which was formerly ruled by South Africa, chose to become a member in 1990; three states have left Ireland, South Africa in 1961 (though it rejoined in 1994), and Fiji in 1987. Pakistan left in 1972 but subsequently rejoined.<br class=""nLine"" />Only seventeen members have chosen to remain as monarchies with the British Crown as head of state (represented locally by a Governor-General). The Commonwealth role of the Crown is therefore that of head of the Commonwealth.<br class=""nLine"" />In 1965 a small secretariat was established. Heads of government meet biennially to discuss a broad agenda, and other ministers also meet regularly. In the 1980s the Common-wealth's agenda was dominated by <a href=""entry://apartheid""><span class=""links"">apartheid</span></a>, and, on the issue of sanctions against South Africa, Britain was frequently in an awkward minority of one. However, the Commonwealth operates by consensus and persuasion, rather than by binding vote.<br class=""nLine"" />About 70 per cent of Britain's state-to-state development aid continues to go to Commonwealth states. The organization also serves as a useful consultative mechanism for its members, but its significance in foreign and economic policies of its members, including Britain, appears to be gently subsiding.<br class=""nLine"" />PBy&nbsp;</div>"
"Commonwealth of Independent States","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Commonwealth of Independent States</b> (CIS)<div class=""content"">The CIS was formed by the leaders of Russia, Ukraine, and Belarus (formerly Byelorussia) in Minsk on 8 December 1991. With the exception of Georgia and the Baltic states, other former Soviet republics joined in Alma-Ata on 21 December. Georgia has since become a member. The creation of the CIS precipitated the final demise of the Soviet Union.<br class=""nLine"" />SWh&nbsp;</div>"
"commune","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>commune</b><div class=""content"">In its older and neutral senses, the lowest unit of local government in a number of countries, especially France. Two ideologically charged meanings have emerged for historical reasons: <blockquote> (1)&nbsp;The (politicians who controlled the) Paris Commune of 1870&ndash;1 included radical socialists who tried to run the government on revolutionary principles until their military defeat. Their use of the title echoed its use by the similarly revolutionary Commune which controlled Paris (and could often coerce the National Convention) between 1792 and 1794. The Commune of 1870&ndash;1 was idealized by <a href=""entry://Marx, Karl""><span class=""links"">Marx </span></a>.<br class=""nLine"" /> (2)&nbsp;Any group of people living together and sharing possessions; but used usually with the implication that the people in question hold radical or revolutionary views.<br class=""nLine"" />
</blockquote>
<br class=""nLine"" /></div>"
"communism","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>communism</b><div class=""content"">In its usually acknowledged form, a process of class conflict and revolutionary struggle, resulting in victory for the proletariat and the establishment of a classless, socialist society in which private ownership has been abolished and the means of production and subsistence belong to the community.<br class=""nLine"" />The notion of communism has a long history. Writers such as <a href=""entry://Babe-uf, Franois-Noel""><span class=""links"">Babeuf </span></a> and <a href=""entry://Owen, Robert""><span class=""links"">Owen </span></a> are sometimes regarded as communists ( See also <a href=""entry://primitive communism""><span class=""links"">primitive communism</span></a>), but ‘communist’ first appeared in English in 1841 and ‘communism’ in 1843. It is now mainly understood to mean either the end of history predicted by Marxist thinkers, or the reality of life in conditions of Communist Party rule. Though one can still hear advocates insist that communism is possible despite the experience of Eastern Europe, the utopian element has been largely discredited by the political practice.<br class=""nLine"" />The Marxist argument for communism has both normative and positive components. The main characteristic of human life is <a href=""entry://alienation""><span class=""links"">alienation</span></a>. Communism ought to be desirable because it entails the full realization of human freedom. Marx here follows Hegel in conceiving freedom not merely as the absence of constraints but as action having moral content. Not only does communism allow people to do what they want but it puts humans in such conditions and in such relations with one another that they would not wish or have need for wrong-doing or evil. Whereas for Hegel, the unfolding of this ethical life ( <a href=""entry://sittlichkeit""><i><span class=""links"">sittlichkeit</i></span></a>) in history is mainly cognitively motivated&mdash;hence the importance of philosophers&mdash;for Marx, communism emerged from material, especially productive, development. Thus, he jibes that philosophers had hitherto only sought to interpret the world, when the point was to change it.<br class=""nLine"" />Marx himself says little about the non-alienated world of communism. It is clear that it entails superabundance in which there is no limit to the projects that humans may choose; one could be a painter in the morning, a fisherman in the afternoon, a writer in the evening, and a lover at night. In the slogan that was adopted by the communist movement, communism was a world in which ‘each gave according to his abilities, and received according to his needs’. Since morality had been abolished along with want, the main criteria governing the choice of life projects were aesthetic or scientific; communist society was not expected to be consumerist.<br class=""nLine"" />As a normative enterprise, therefore, communism appealed to many circles, uniting not only the poor person struggling under want, but also the high-minded intellectual who saw transcendental virtue in his work. Marx's achievement and lasting significance, however, was to add to this utopia a positive scientific theory of how society was moving in a law-governed way towards communism and, with some tension, a political theory that explained why human agency&mdash;revolutionary activity&mdash;was required to bring it about. These latter aspects, particularly as developed by Lenin, provided the underpinning for both the dogmatic and mobilizing features of twentieth-century Communist Parties.<br class=""nLine"" />In <i>Capital</i> and other ‘scientific’ works, Marx claims to have uncovered the laws of capitalist development. All societies must solve the problem of reproducing human life, but at each historical stage, the level of development of the productive forces shapes the pattern of human organization. The combination of productive forces and human relations comprises a ‘mode of production’, and each mode has its own distinctive laws arising from the manner in which production is accomplished and the relationship among its social elements&mdash;historically these have mainly been classes. Capitalism is characterized by commodity production or production of goods with exchange value. Profit results from the ability of those controlling the means of production to treat labour as a commodity like any other, which they can employ to produce goods with value greater than that paid in wages. There is constant competition among capitalists to extract the greatest amount of surplus value. A number of laws are deduced from these premisses: constant overproduction and underconsumption which leads to periodic economic crises in which the productive potential of capital and labour is wasted; ever greater mechanization and a diminution in the share of labour in the production process; a long-run tendency for the rate of profit to decline; the relative impoverishment of the working class in comparison to the amount of surplus value it produces; and the rise of an absolutely impoverished lumpenproletariat.<br class=""nLine"" />At this point, the normative and positive elements meet. The massive productive potential of capitalism, undreamt of in human history, to free people from want to pursue their own projects, increasingly comes into conflict with the reality of increased alienation. At the same time, the character of production tends to increase social interaction and homogeneity among those exploited, and on a global scale. Capitalism, therefore, creates its own ‘gravediggers’ in a working class who have ‘no country’ and ‘nothing to lose but their chains’. The overthrow of capitalism is possible because the process of production has already been socialized. However, with the expropriation of capitalists, the international, homogenous working class has neither reason nor interest to introduce another exploitative social order. Thus the productive potential of advanced machinery may be harnessed with non-exploitative social relations&mdash;in a word, communism.<br class=""nLine"" />Marx and Engels certainly believed that by offering a scientific explanation of the possibility, indeed necessity, of communism they were distinguishing themselves from lesser ‘utopian’ socialists. However, although periodic economic crises have taken place with enormous waste of human and other capital, there has not occurred either a tendency for the rate of profit to decline or for an inexorable fall in the share of labour as opposed to machinery across all sectors of industry. Indeed, capitalism has proved extraordinarily revolutionary and able to revitalize itself, even by Marx's own very high estimates of its capacity. Moreover the impoverishment of the working class did not take place, at least in the advanced capitalist world where Marx predicted revolution would take place, and evidence suggests that the size of the underclass is a function of political and institutional factors rather than an inevitable consequence of capitalism itself.<br class=""nLine"" />Perhaps the biggest problems in Marx's own theory were identified by Lenin . First, he argued, workers did not go beyond their narrow economic demands for higher pay and conditions to make explicitly political demands for the overthrow of capitalism. Only intellectuals could properly understand the emancipatory potential of communism, which was beyond workers' experience, however much production may have been socialized. A steadfast, resolute, and organized party of intellectuals, acting as the workers' vanguard, and armed with the knowledge given by Marxist theory, was therefore required if the transition to the freedom of communism was to be achieved. Secondly, not only did workers orient their demands on economic improvements, but capitalism, at least in some circumstances, was quite capable of granting concessions. Thus, the impoverishment and, more importantly for Lenin, the homogeneity of workers was not a spontaneous result of capitalist production. Imperialism allowed capitalists particular opportunities to reward workers in the metropolis with money derived from the super-exploited in the colonies. Moreover, the alliance of a ‘labour aristocracy’ with sections of <a href=""entry://imperialism""><span class=""links"">imperialist</span></a> capital resulted in working-class nationalism which, in Lenin's view, led to the break-up of the international socialist movement at the outbreak of the First World War. The road to communism, therefore, would take a different path in which the ‘weak links in the imperialist chain’ would be the first to break with capitalism, with Russia the first to fall in 1917 after defeat in the war.<br class=""nLine"" />The effort to build communism in Russia, however, raised significant further theoretical and practical problems. The theory had presumed that revolution would occur where the socialization of production, potential for abundance, and a large working class were already in place. Russia was the poorest country in Europe with an enormous, illiterate peasantry and little industry. In these circumstances, it was not only necessary for the party to educate workers beyond narrow economism, but to create the working class itself. For this reason, the socialist <a href=""entry://Mensheviks""><span class=""links"">Mensheviks</span></a> had opposed the communist <a href=""entry://Bolshevism""><span class=""links"">Bolsheviks</span></a> in their demand for socialist revolution before capitalism had been established. In seizing power, the Bolsheviks found themselves without a programme beyond their pragmatic and politically successful slogans, ‘peace, bread, and land’, which had tapped the massive public desire for an end to the war and privation, and the peasants' demand for land redistribution. As Lenin himself was fond of saying, there was no blueprint for socialism on the road to communism. Indeed, there could not have been since, to use Marx's metaphor, communism should have matured within the womb of capitalist society, ready to emerge, if not fully formed, then requiring only a short period of transition before being up and running.<br class=""nLine"" />Like the early Christians, the Bolsheviks acted almost immediately, as if the millennium was upon them. In the years of War Communism 1918&ndash;20, in the middle of a civil war, all property was nationalized and money for a period abolished. When mutiny and peasant unrest resulted, Lenin declared a short breathing space in 1921 (the <a href=""entry://NEP""><span class=""links"">NEP</span></a>) before ‘the heavens’ of communism could once again be assaulted. However, in the last three years of his life, Lenin also showed a growing awareness of the difficulties of building communism in Russia, which necessitated a prolonged transition period in which both antagonistic social classes and commodity relations would be maintained under the watchful and guiding eyes of the Party.<br class=""nLine"" />Political and institutional factors conspired to foreshorten this transitional phase. While the Communist Party and industrial institutions such as the Supreme Council for the National Economy had been operationally responsible for running the country under War Communism, NEP was controlled largely by experts frequently of bourgeois origin and of Menshevik or right-wing political persuasion. When NEP ran into difficulties, it was difficult for the Party and other bodies to resist the claim that the abolition of market relations and the liquidation of ‘exploiting’ classes such as the <a href=""entry://kulak""><span class=""links"">kulaks</span></a> or the small traders (NEPmen) was a better strategy. Since political power continued to rest with the Party, which was hardly content to kick its heels while capitalist relations were given time to develop, NEP was unlikely to survive. These political and institutional obstacles to NEP were magnified by personal competition in the leadership which saw Stalin using his control over personnel to shift policy to the left in 1929.<br class=""nLine"" />The Stalinist version of socialism, with some important modifications, ruled the Soviet Union for the next fifty-six years. It began in a spirit of enormous optimism about the possibilities of building communism via a massive industrialization and collectivization programme. The rapid development of industry, and above all the victory of the Soviet Union in the Second World War, maintained this optimism even into the <a href=""entry://Khrushchev, Nikita Sergeyevich""><span class=""links"">Khrushchev </span></a> period, 1953&ndash;64 when the Party adopted a programme in which it promised the establishment of communism within thirty years.<br class=""nLine"" />However, more evidence emerged which in the end dented faith in the possibility and desirability of communism irrevocably. First, Khrushchev himself revealed the enormity of repression that had taken place. Second, industrial development had been organized by state institutions which began to act as a dead, conservative hand on further progress. As growth declined, so <a href=""entry://rent-seeking""><span class=""links"">rent-seeking</span></a> and corruption by state officials increased, which dented the legitimacy of the system. Third, the allies which the Soviet Union had won by war in Eastern Europe, and as a result of the collapse of imperialism in Africa and Asia, became a financial and military burden. Finally, while Soviet development slowed, that of the capitalist West accelerated, and introduced new technological developments that the Soviet economy could not match. No communist revolutions had occurred in the capitalist centres of the West. By the 1980s, therefore, faith in the capacity of the Soviet Union to make the transition to communism had evaporated.<br class=""nLine"" />SWh&nbsp;</div>"
"Communist Party","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Communist Party</b><div class=""content"">Despite its title, the ‘Manifesto of the Communist Party’ argued that the ‘communists do not form a separate party opposed to the other working class parties’. Rather, Marx and Engels claimed, the role of communists was to point out that working-class aims could only be achieved by the overthrow of ‘all existing social conditions’.<br class=""nLine"" />Until the collapse of the Second Socialist International in 1914, Marxists worked within social democratic parties. The Russian Social Democratic and Labour Party, however, had split into the radical Bolshevik (majority) and the more moderate Menshevik (minority) factions in 1903. Lenin had developed a theory of a ‘party of a new type’ in <i>What is to be Done?</i> written in 1902. Only a highly centralized and disciplined party of professional revolutionaries, which would act as ‘the vanguard of the proletariat’, was capable of overthrowing autocracy. After the victory of the Bolsheviks in the October 1917 Russian Revolution, Lenin's ‘democratic centralist’ party became the model for Communist Parties around the world.<br class=""nLine"" />Communist Parties outside the Soviet Union met with varying success. In the interwar period, the German party was the strongest in Europe, but was crushed by Nazism. In Asia, notably China in 1949, and Vietnam as a whole after United States withdrawal, the communists were able to win power on their own. In Eastern Europe, with the exception of Yugoslavia, communists relied on Soviet support to win and maintain power after 1945. In Western Europe, particularly in Italy and France, mass Communist Parties wielded considerable influence, as they did in some Latin American countries, notably Chile, but never held power.<br class=""nLine"" />With the collapse of communism in the Soviet Union and Eastern Europe, Communist Parties appeared to suffer irretrievable damage. However, in a number of European states such as Poland, Lithuania, Italy, and Russia itself, successor parties have achieved significant electoral success.<br class=""nLine"" />SWh&nbsp;</div>"
"communitarianism","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>communitarianism</b><div class=""content"">Advocacy of a social order in which individuals are bound together by common values that foster close communal bonds. A label used loosely to describe the ideas of a number of writers particularly critical of modern liberal political thought, because of the importance they attach to ‘ <a href=""entry://community""><span class=""links"">community</span></a>’. Hence an antagonism has been presented between communitarianism and liberalism, which may, however, be overdrawn. Frequently identified communitarians are Alasdair MacIntyre, Michael Sandel, Michael Walzer, and Charles Taylor . The fundamental division is said to be about the nature of the self. Communitarianism insists upon the interaction of the social context and individuals' self-conceptions, while liberalism allegedly works with an atomized individual artificially if not incoherently divorced from his or her social surroundings. The intellectual origins of communitarianism are various, but G. W. F. <a href=""entry://Hegel, Georg Wilhelm Friedrich""><span class=""links"">Hegel </span></a> and the English Idealists, notably T. H. Green, provide important perspectives, because of Hegel's concept of <a href=""entry://sittlichkeit""><i><span class=""links"">sittlichkeit</i></span></a>, or the shared values of the community, and the English Idealists' emphasis on the obligations of citizenship. The socialist tradition, notably through its concern with fraternity, and the anarchist tradition, with its focus on the possibility of community in the absence of state coercion, are also important. Ferdinand Tonnies's work on Community and Society drew attention to the value of community, and the threat posed to it by <a href=""entry://industrial society""><span class=""links"">industrial society</span></a>. Fundamental questions about the desirable relationships between ‘the community’, ‘the nation’, and ‘the state’ remain intellectually contentious and hotly contested in practical politics.<br class=""nLine"" />AR&nbsp;</div>"
"community","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>community</b><div class=""content"">A group of people who are socially related by virtue of identity with a particular location. The nature of the social relationship and location are, however, ideologically contested. Traditional conservative thought emphasizes the idea that community is based upon commonality of origin&mdash;the blood, kinship, and historic ties&mdash;of a people living in a particular location. Village localities as much as national groups are considered to cohere on such a basis. As in such terms as the ‘Jewish community’, commonality of origin may also have been derived in another location or by reference to a homeland. Socialist thought identifies conservative versions of community as hegemonic devices to bind both the haves and have-nots together in capitalist society, preventing them from seeing their real clash of economic interests and thus averting social conflict. Reformist socialists seeking to attain this goal may construct community on the basis of enjoining wealthier locations with poorer ones to effect redistribution of wealth and create the desired social relations at the local level.<br class=""nLine"" />Conservatives and socialists may stress different bases for the existence of community, but both identify the social relations inherent in community as something greater than the concerns and interests of each individual living in it added together, and as providing the basis for the longevity of a community. Liberals are reluctant to conceptualize community on the same elevated basis because of their commitment to individual freedom. Instead they see community as based on the freely chosen associations of individuals with common interests and needs. Such associations may be strongly locationally based. For example, ‘financial community’ suggests both a group of people who have common work-related interests and needs and a particular work location such as the City of London or Wall Street. Similarly, ‘travel to work area’ suggests the locational setting of motorists, commuters, and shoppers who have shared needs, and would be deemed to be a suitable basis for a community. However, given that they are based upon freely chosen association and the individual imperatives which drive employment and economic and social change, such communities may change both in nature and in location. For example, deregulation and information technology have changed the organization of financial markets, and suburbanization and the development of transport infrastructure have changed travel to work areas. In the practical domain, however, all too often ‘community’ is given no explicit meaning and used instead for the general sympathy it attracts as a legitimizing concept for any political programme.<br class=""nLine"" />JBr&nbsp;</div>"
"community politics","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>community politics</b><div class=""content"">Term invented by candidates of the Liberal Party in Britain in the 1970s to denote the tactic of fighting elections on issues of importance to small, local communities. As a process, community politics both draws on the identity of a local community and its shared interests, particularly those which it has in preserving and enhancing the local environment, and helps build the community by making people more aware of those interests and by raising their estimation of the relative importance of local issues. The process and the tactic are, therefore, relevant to a much wider context than Britain. Opponents of community politics have often been contemptuous of the pettiness of the issues it brings to the fore, an attitude to which one Liberal candidate, Bill Pitt, replied by saying, ‘You cannot reach for the stars when you always have to look at your feet to make sure you are not treading in dog dirt’.<br class=""nLine"" />LA&nbsp;</div>"
"community power","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>community power</b><div class=""content"">The question of who makes decisions within a community was a debate prominent in American political science in the 1950s and 1960s, and reflected in discussions in other countries including Britain. In 1953, Floyd Hunter's <i>Community Power Structure</i> suggested that power in the community he studied (not named in the book, but Atlanta, Georgia) was dominated by business élites to the exclusion of ordinary people, and the total exclusion of black people. In 1961, Robert Dahl's riposte, <i>Who Governs?</i>, suggested that in New Haven, Connecticut, no one group did: that power was dispersed among interest communities. Of course, both writers could have been right about their particular place and time. In themselves, the books permitted no generalization except that those who look for élites will probably find them, whereas <a href=""entry://pluralism""><span class=""links"">pluralist</span></a> writers will expect to find, and probably will find, that there is no controlling élite. The community power debate therefore became rather sterile. In response to Dahl, it was claimed that issues could be kept off the agenda by powerful groups, a process labelled ‘mobilization of bias’. The best such study is Matthew Crenson's <i>The Unpolitics of Air Pollution</i> (1971), which was published when air pollution in the United States had just become extremely political.<br class=""nLine"" />The community power debate thus inspired some useful local studies but was of limited value beyond that.<br class=""nLine"" /></div>"
"comparative government","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>comparative government</b><div class=""content"">The systematic study of the government of more than one country. One of the main subdivisions of the study of politics. Until recently, however, it was usually very unsystematic. Much of what passed for comparative government was simply the study of the government of a small number of large countries. A typical course or textbook would cover two or three parliamentary democracies and one or two communist regimes. While it is certainly useful for any student of politics to know something about the institutions of three or more countries, that is not comparative politics until it involves some comparisons.<br class=""nLine"" />What comparisons are useful? The oldest form of comparative government is the study of constitutions. The first known such work is <a href=""entry://Aristotle ""><span class=""links"">Aristotle's </span></a> compilation of the constitutions and practice of 158 Greek city-states, of which only the <i>Constitution of Athens</i> (attributed to Aristotle, but probably written, in modern parlance, by one of his graduate students) survives. Undoubtedly, however, comparisons between different city-states underpin some of the generalizations in Aristotle's <i>Politics</i>, just as comparisons between different living organisms underpin his biological writing.<br class=""nLine"" />Biology has made great strides since Aristotle; the comparative study of constitutions has not. This is partly because it is difficult to get the right level of generality. Some studies compare all the countries in the world. Some useful statistical generalizations can be made about them. But there is no scholarly agreement on such basic questions as the relationship between the economic development of a country and its level of democracy. Another approach is to look at all cases of a common phenomenon&mdash;such as revolutions, totalitarian states, or transitions to democracy. In some cases these are dogged by difficulties of definition. For instance, what is to count as a revolution?<br class=""nLine"" />The commonest form of comparative government remains the detailed study of some policy area in two or more countries. Sensitive researchers are always aware of the problem of ‘too few cases, too many variables’. Consider a popular research programme in the 1980s and 1990s: the impact of <a href=""entry://corporatism""><span class=""links"">corporatism</span></a> on gross national product. It is clearly not straight-forward. Some corporatist and some anticorporatist countries have had fast economic growth; some corporatist and some anticorporatist countries have had slow economic growth. There can be many reasons why a country becomes corporatist, and many reasons why an economy grows fast (or not). No researcher, or even collaborative team, can hope to know enough about more than perhaps five countries to talk about each of their institutions in a well-informed way. So they can never be sure whether the factors they identify as the causes of growth really are the true causes.<br class=""nLine"" />These difficulties have always surrounded comparative government. Nevertheless, it remains one of the most important ways of studying politics. Researchers are far more sensitive to the difficulties of generalization than they once were, and accordingly more tentative in their conclusions.<br class=""nLine"" /></div>"
"competitive party system","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>competitive party system</b><div class=""content"">Political system in which more than one political party has a reasonable expectation of winning an election, or of being in a winning coalition. <a href=""entry://first-past-the-post""><span class=""links"">First-past-the-post</span></a> electoral systems are associated with party systems which superficially do not appear to be competitive. For instance, presidential elections in the United States have shown long periods of one-party dominance: Democratic from 1828 to 1856, Republican from 1896 to 1928, and Democratic from 1932 to 1968, for example. Likewise, the Conservatives have been dominant in the British party system since 1979 (on one view, since 1922), and the Liberals and Whigs were equally dominant between 1846 and 1874. However, even in these systems ruling parties know that the exaggerated majorities which keep them in may one day throw them out; if they forget, they need only note the reduction of the Canadian Progressive Conservatives from 170 seats to 2 in the 1993 election there.<br class=""nLine"" />On this view, every party system in a democracy is competitive. Others would insist that there is a useful distinction between systems such as those mentioned above and systems in which shifting coalitions guarantee that the composition of the government is constantly changing. Finally, it is worth noting that some <a href=""entry://centre party""><span class=""links"">centre parties</span></a> such as the German Free Democrats and, until 1992, the Italian Republicans were in almost every government, even though the party system could be labelled as competitive.<br class=""nLine"" /></div>"
"completeness","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>completeness</b><div class=""content""> See <a href=""entry://economic man""><span class=""links"">economic man</span></a>.<br class=""nLine"" /></div>"
"compulsory voting","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>compulsory voting</b><div class=""content"">Law in force in Australia and Belgium, and in some other regimes in the past, which stipulates that it is compulsory to vote and lays down penalties for failing to vote. The main effects in Australia are thought to be: <blockquote> (1)&nbsp;slightly greater support for parties of the left than there would otherwise be, because in a typical election their supporters are less strongly motivated to vote;<br class=""nLine"" /> (2)&nbsp;the ‘donkey vote’, in which resentful or uninterested voters simply vote for the first few names on the list presented to them. Until elaborate procedures for randomizing names on the ballot paper and rotating their order were devised, this gave a significant advantage to parties which could find candidates with names early in the alphabet.<br class=""nLine"" />
</blockquote><br class=""nLine"" /></div>"
"Comte, Isidore-Auguste-Marie-Franois-Xavier","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Comte, Isidore-Auguste-Marie-Franois-Xavier</b><div class=""content""><i>(1798&ndash;1857)</i><br class=""nLine"" /> French sociologist (he invented the word ‘sociology’ in 1838 although he always had doubts about the combination of Latin and Greek roots) and political philosopher. Auguste Comte based his system of ideas on <a href=""entry://positivism""><span class=""links"">positivism</span></a>, originally a theory of knowledge which he had a large part in developing, but which also became the title usually applied to his substantive theories. He was greatly influenced by his time at the école Polytechnique (one of the <a href=""entry://Grandes écoles""><i><span class=""links"">Grandes écoles</i></span></a>), and by <a href=""entry://Saint-Simon, Claude-Henri de Rouvroy""><span class=""links"">Saint-Simon </span></a> by whom he was employed as secretary from 1817 to 1824.<br class=""nLine"" />In the first part of his career, which saw the production of the <i>Cours de philosophie positive</i> (published in six volumes between 1830 and 1842), Comte was concerned with philosophy, which he saw as a necessary basis for the rest of science. In the second part, he was concerned with political restructuring, and produced his other main work, the <i>Système de politique positive</i> (four volumes, 1851&ndash;4). However, the basis of nearly all his later work in both parts had appeared in four essays written in the 1820s. Comte was not only a system builder, but he also remained committed to the same basic system from his first formulation of it at the age of 24.<br class=""nLine"" />In the first part, he advocated positivism as epistemology, rejecting the possibility of knowledge other than of correlative laws showing the connections between phenomena, generated by the application of reason to empirical observations. In the past, human knowledge had passed through two earlier stages, the theological (itself progressing from fetishism through polytheism to monotheism) and the metaphysical. This pattern of development constitutes Comte's philosophy of history ( <a href=""entry://historicism""><span class=""links"">historicism</span></a>). In the theological stage, humanity had invented imaginary beings to explain why things were as they were, and this stage had lasted from the origins to the thirteenth century, more than 3,000 years. The metaphysical stage had been much shorter, from the fourteenth century to the eighteenth, and consisted in effect of a critique of the theological stage. It still posed questions in the form of ‘Why?’, but substituted abstractions such as nature for supernatural beings. This did not constitute a viable alternative to the theological explanation, and the metaphysical stage was essentially transitional. The positive stage was in process of replacing the earlier ones in Comte's day, and had substituted the question ‘How?’ This law of the three stages was extremely influential, and was accepted in its general form, for example, by John Stuart <a href=""entry://Mill, John Stuart""><span class=""links"">Mill </span></a> who rejected most of the rest of Comte's ideas.<br class=""nLine"" />Comte proposed a hierarchy of the sciences, from what he regarded as the simplest and most general, mathematics, to the most complex and particular, sociology, with astronomy, physics, chemistry, and biology in between. This logical order was also the historical order in which they would reach the positive stage. Each provided a necessary foundation for the next but did not determine it entirely, so that the more complex could only become positive after that foundation had been provided. When it was, the more complex could start to make its own contribution. In the second volume of the <i>Système de politique positive</i> (1852), Comte added ethics as the seventh basic science, characterizing it as the summit of the hierarchy. Sociology, however, remained unique in being the only genuinely social science. Both biology and ethics, on either side of it in the hierarchy, were concerned with the individual. Comte's argument for this depends upon his view that humanity&mdash;the Great Being&mdash;can only operate through individuals. So the ultimate science, in terms of complexity and importance, is the science of individual man. However, Comte also classified biology, sociology, and ethics together as anthropology, a complete philosophy of human life, and it is possible to see the other formulation as no more than an example of Comte's frequently visible tendency to make everything fit his abstract structure rather than modify it.<br class=""nLine"" />Comte divided sociology into two parts, social statics and social dynamics. The latter consists of the philosophy of history, the former of Comte's analysis of human nature. He classified these as the sciences of progress and order respectively, and saw both of them as necessary elements of society.<br class=""nLine"" />Every change in the social order brought about by human beings depended for Comte upon the intellectual system in operation. Because the <a href=""entry://French Revolution""><span class=""links"">French Revolution</span></a> had been based on the metaphysical stage, it had not been able to produce a viable replacement for the <i>ancien régime</i> which it had destroyed.<br class=""nLine"" />The primacy of theory over action produced in Comte's social thought a division between spiritual and temporal powers, with the latter subordinated to the former. The temporal power was to be exercised by industrialists and bankers who would achieve the maximum economic development through their expertise. Comte dismissed any element of democracy because it would allow ignorance to dominate knowledge. Even in industrial society, however, some moral foundation beyond mere efficiency and well-being would be necessary, and this would be provided by the spiritual power. It was to be exercised by leading intellectuals who would provide it through the religion of humanity.<br class=""nLine"" />Despite the ridicule which his religion of humanity generally attracted (although it was to have considerable success in, for example, Brazil), Comte has been remarkably influential. He was important to <a href=""entry://Spencer, Herbert""><span class=""links"">Spencer </span></a>, Renan, Taine, <a href=""entry://Durkheim, Emile""><span class=""links"">Durkheim </span></a>, and Lévy-Bruhl as well as John Stuart Mill . Echoes of his thought can be found in logical positivism, analytical philosophy, and particularly in one of the most widespread approaches in twentieth-century American political science, <a href=""entry://behaviour(al)ism""><span class=""links"">behaviouralism</span></a>.<br class=""nLine"" />CS&nbsp;</div>"
"Concorde fallacy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Concorde fallacy</b><div class=""content"">Name given by evolutionary biologists to a form of suboptimal behaviour found among wasps and policymakers. Certain species of wasp are observed to defend their nests with an amount of energy proportionate to the amount they have spent on building the nest. It would be more efficient for them to defend them with an amount of energy proportionate to the cost of an alternative and the strength of the aggressor. Likewise, wasteful public expenditure on the supersonic aircraft Concorde was defended on the grounds that a great deal had already been spent. But this argument is fallacious. What has been spent has been spent, regardless of what happens now. Spilt milk cannot be unspilt. Spending on Concorde should have been judged by the expected value of the extra spending being contemplated, and on that alone.<br class=""nLine"" />The Concorde fallacy is extremely widespread in human reasoning, with the result that policymakers who commit it are rarely punished for doing so.<br class=""nLine"" /></div>"
