"-aemia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>-aemia</b>
<span class=""abrv""><i>suffix</i></span><div class=""content""><i>denoting</i> a specified condition of the blood."
"echoencephalography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>echoencephalography</b> (ek-oh-en-sef-ă-<b>log</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">investigation of structures within the skull by detecting the echoes of ultrasonic pulses."
"echography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>echography</b> (ek-<b>og</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">an obsolete term for ultrasound imaging. See <a href=""entry://ultrasonography""><span class=""links"">ULTRASONOGRAPHY</span></a>."
"echokinesis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>echokinesis</b> (ek-oh-ki-<b>nee</b>-sis) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://echopraxia""><span class=""links"">ECHOPRAXIA</span></a>."
"echolalia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>echolalia</b> (ek-oh-<b>lay</b>-liă) <span class=""abrv""><i>n.</i></span><div class=""content"">pathological repetition of the words spoken by another person. It may be a symptom of language disorders, autism, catatonia, or Gilles de la Tourette syndrome."
"echopraxia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>echopraxia</b>
<i>(echokinesis)</i> (ek-oh-<b>praks</b>-iă) <span class=""abrv""><i>n.</i></span><div class=""content"">pathological imitation of the actions of another person. It may be a symptom of catatonia."
"echovirus","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>echovirus</b> (<b>ek</b>-oh-vy-rŭs) <span class=""abrv""><i>n.</i></span><div class=""content"">one of a group of about 30 RNA-containing viruses originally isolated from the human intestinal tract. These viruses were termed <i>e</i>nteric <i>c</i>ytopathic <i>h</i>uman <i>o</i>rphan viruses and are the cause of some neurological disorders. Compare <a href=""entry://reovirus""><span class=""links"">REOVIRUS</span></a>."
"eclabium","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>eclabium</b> (ek-<b>lay</b>-biŭm) <span class=""abrv""><i>n.</i></span><div class=""content"">the turning outward of a lip."
"eclampsia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>eclampsia</b> (i-<b>klamp</b>-siă) <span class=""abrv""><i>n.</i></span><div class=""content"">the occurrence, in a woman with pre-eclampsia, of one or more convulsions not caused by other conditions, such as epilepsy or cerebral haemorrhage. The onset of convulsions may be preceded by a sudden rise in blood pressure and/or a sudden increase in oedema and development of oliguria. The convulsions are usually followed by coma. Eclampsia is a threat to both mother and baby and must be treated immediately."
"ecmnesia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ecmnesia</b> (ek-<b>nee</b>-ziă) <span class=""abrv""><i>n.</i></span><div class=""content"">loss of memory for recent events that does not extend to more remote ones: a common symptom of old age."
"ECMO","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ECMO</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://extracorporeal""><span class=""links"">EXTRACORPOREAL (MEMBRANE OXYGENATION)</span></a>."
"ECoG","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ECoG</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://electrocochleography""><span class=""links"">ELECTROCOCHLEOGRAPHY</span></a>."
"ecology","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ecology</b>
<i>(bionomics)</i> (ee-<b>kol</b>-ŏji) <span class=""abrv""><i>n.</i></span><div class=""content"">the study of the relationships between man, plants and animals, and the environment.
<br class=""nLine"" />&mdash;ecological <span class=""abrv""><i>adj.</i></span> &mdash;ecologist <span class=""abrv""><i>n.</i></span>"
"econazole","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>econazole</b> (ee-<b>kon</b>-ă-zohl) <span class=""abrv""><i>n.</i></span><div class=""content"">an antifungal drug used to treat ringworm and candidosis. It is administered as a cream, lotion, spray powder, or vaginal pessary. Trade names: <i>Ecostatin</i> , <i>Pevaryl</i> ."
"ecstasy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ecstasy</b> (<b>ek</b>-stă-si) <span class=""abrv""><i>n.</i></span><div class=""content"">a sense of extreme well-being and bliss. While not necessarily pathological, it can be caused by epilepsy (especially of the temporal lobe) or by schizophrenia."
"Ecstasy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Ecstasy</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">the street name for methylenedioxymethamphetamine (MDMA), a mildly hallucinogenic drug that generates feelings of euphoria in those who take it. Its most common side-effect is hyperthermia; drinking large quantities of water to combat the intense thirst produced by taking the drug may result in fatal damage to the body's fluid balance. Its manufacture, sale, use, and possession are illegal."
"ECT","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ECT</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://electroconvulsive therapy""><span class=""links"">ELECTROCONVULSIVE THERAPY</span></a>."
"ect-","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ect-</b>
<i>(ecto-)</i>
<span class=""abrv""><i>prefix</i></span><div class=""content""><i>denoting</i> outer or external."
"ectasia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectasia</b>
<i>(ectasis)</i> (ek-<b>tay</b>-ziă) <span class=""abrv""><i>n.</i></span><div class=""content"">the dilatation of a tube, duct, or hollow organ."
"ecthyma","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ecthyma</b> (ek-<b>th'y</b>-mă) <span class=""abrv""><i>n.</i></span><div class=""content"">an infection of the skin, usually caused by both <i>Streptococcus pyogenes</i> and <i>Staphylococcus aureus</i>, in which the full thickness of the epidermis is involved (compare <a href=""entry://impetigo""><span class=""links"">IMPETIGO</span></a>). Ecthyma heals slowly and causes scarring."
"ectoderm","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectoderm</b> (<b>ek</b>-toh-derm) <span class=""abrv""><i>n.</i></span><div class=""content"">the outer of the three germ layers of the early embryo. It gives rise to the nervous system and sense organs, the teeth and lining of the mouth, and the epidermis and its associated structures (hair, nails, etc.).
<br class=""nLine"" />&mdash;ectodermal <span class=""abrv""><i>adj.</i></span>"
"ectomorphic","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectomorphic</b> (ek-toh-<b>mor</b>-fik) <span class=""abrv""><i>adj.</i></span><div class=""content"">describing a body type that is relatively thin, with a large skin surface in comparison to weight.
<br class=""nLine"" />&mdash;ectomorph <span class=""abrv""><i>n.</i></span> &mdash;ectomorphy <span class=""abrv""><i>n.</i></span>"
"ectoparasite","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectoparasite</b> (ek-toh-<b>pa</b>-ră-syt) <span class=""abrv""><i>n.</i></span><div class=""content"">a parasite that lives on the outer surface of its host. Compare <a href=""entry://endoparasite""><span class=""links"">ENDOPARASITE</span></a>."
"ectopia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectopia</b> (ek-<b>toh</b>-piă) <span class=""abrv""><i>n.</i></span>
<br class=""nLine"" /><b>1</b> the misplacement, due either to a congenital defect or injury, of a bodily part.
<br class=""nLine"" /><b>2</b> the occurrence of something in an unnatural location (see <a href=""entry://ectopic beat""><span class=""links"">ECTOPIC BEAT</span></a>, <a href=""entry://ectopic pregnancy""><span class=""links"">ECTOPIC PREGNANCY</span></a>).
<br class=""nLine"" />&mdash;ectopic (ek-<b>top</b>-ik) <span class=""abrv""><i>adj.</i></span>"
"ectopic beat","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectopic beat</b>
<i>(extrasystole)</i>
<span class=""abrv""><i>n.</i></span><div class=""content"">a heartbeat due to an impulse generated somewhere in the heart outside the sinoatrial node. They may be produced by any heart disease, by nicotine from smoking, or by caffeine from excessive tea or coffee consumption; they are common in normal individuals. See <a href=""entry://arrhythmia""><span class=""links"">ARRHYTHMIA</span></a>."
"ectopic pregnancy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectopic pregnancy</b>
<i>(extrauterine pregnancy)</i>
<span class=""abrv""><i>n.</i></span><div class=""content"">the development of a fetus at a site other than in the uterus. The most common type of ectopic pregnancy occurs in Fallopian tubes that become blocked or inflamed (<i>tubal or oviducal pregnancy</i> ). The growth of the fetus may cause the tube to rupture and bleed. In many cases the fetus dies within three months of conception. Medical name: <i>eccyesis</i> ."
"ectro-","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectro-</b>
<span class=""abrv""><i>prefix</i></span><div class=""content""><i>denoting</i> congenital absence."
"ectrodactyly","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectrodactyly</b> (ek-troh-<b>dak</b>-ti-li) <span class=""abrv""><i>n.</i></span><div class=""content"">congenital absence of all or part of one or more fingers."
"ectromelia","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectromelia</b> (ek-troh-<b>mee</b>-liă) <span class=""abrv""><i>n.</i></span><div class=""content"">congenital absence or gross shortening (aplasia) of the long bones of one or more limbs. See also <a href=""entry://amelia""><span class=""links"">AMELIA</span></a>, <a href=""entry://hemimelia""><span class=""links"">HEMIMELIA</span></a>, <a href=""entry://phocomelia""><span class=""links"">PHOCOMELIA</span></a>."
"ectropion","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ectropion</b> (ek-<b>troh</b>-pi-ŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">turning out of the eyelid, away from the eyeball."
"eczema","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>eczema</b> (<b>eks</b>-imă) <span class=""abrv""><i>n.</i></span><div class=""content"">a common itchy skin disease characterized by reddening (erythema) and vesicle formation, which may lead to weeping and crusting. Outside agents do not play a primary role (compare <a href=""entry://dermatitis""><span class=""links"">DERMATITIS</span></a>), but in some contexts the terms ‘dermatitis’ and ‘eczema’ are used interchangeably. <i>atopic e.</i> eczema that affects up to 20% of the population and is associated with asthma and hay fever. <i>discoid</i> (or <i>nummular</i> ) <i>e.</i> a type of eczema that is characterized by coin-shaped lesions and occurs only in adults. <i>gravitational</i> (or <i>stasis</i> ) <i>e.</i> eczema associated with poor venous circulation. <i> seborrhoeic e.</i> eczema that involves the scalp, eyelids, nose, and lips and is associated with the presence of <i>Pityrosporum</i> yeasts and is common in patients with AIDS. See also <a href=""entry://pompholyx""><span class=""links"">POMPHOLYX</span></a>.
<br class=""nLine"" />&mdash;eczematous (eks-<b>em</b>-ă-tŭs) <span class=""abrv""><i>adj.</i></span>"
"edentulous","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>edentulous</b> (ee-<b>den</b>-choo-lŭs) <span class=""abrv""><i>adj.</i></span><div class=""content"">lacking teeth: usually applied to people who have lost some or all of their teeth."
"edetate","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>edetate</b> (<b>ee</b>-di-tayt) <span class=""abrv""><i>n.</i></span><div class=""content"">a salt of the compound <i>ethylenediaminetetraacetic acid</i> (EDTA), used as a chelating agent in the treatment of poisoning. <i>dicobalt e.</i> an antidote to cyanide, administered by intravenous injection as soon as possible after poisoning. <i>calcium disodium e.</i> a drug used to treat poisoning by heavy metals, such as lead and strontium."
"edrophonium","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>edrophonium</b> (ed-roh-<b>foh</b>-niŭm) <span class=""abrv""><i>n.</i></span><div class=""content"">a drug that stimulates the skeletal muscles (see <a href=""entry://parasympathomimetic""><span class=""links"">PARASYMPATHOMIMETIC</span></a>). It is administered by injection in a test for diagnosis of myasthenia gravis. Trade name: <i>Tensilon</i> ."
"EDTA","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>EDTA</b> (ethylenediaminetetraacetic acid) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://edetate""><span class=""links"">EDETATE</span></a>."
"Edwards' syndrome","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Edwards' syndrome</b> (<b>ed</b>-wădz) <span class=""abrv""><i>n.</i></span><div class=""content"">the condition of a baby born with multiple congenital abnormalities, including mental retardation, due to trisomy of chromosome no. 18. [J. H. Edwards (1928&ndash; ), British geneticist]"
"EEG","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>EEG</b> (electroencephalogram) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://electroencephalography""><span class=""links"">ELECTROENCEPHALOGRAPHY</span></a>."
"effector","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>effector</b> (i-<b>fek</b>-ter) <span class=""abrv""><i>n:</i></span><div class=""content"">any structure or agent that brings about activity in a muscle or gland. The term is also used for the muscle or gland itself."
"efferent","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>efferent</b> (<b>ef</b>-er-ĕnt) <span class=""abrv""><i>adj.</i></span>
<br class=""nLine"" /><b>1</b> designating nerves or neurones that convey impulses from the brain or spinal cord to muscles, glands, and other effectors.
<br class=""nLine"" /><b>2</b> designating vessels or ducts that drain fluid from an organ or part. Compare <a href=""entry://afferent""><span class=""links"">AFFERENT</span></a>."
"effleurage","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>effleurage</b> (ef-ler-<b>ah</b>zh) <span class=""abrv""><i>n.</i></span><div class=""content"">a form of massage in which the hands are passed continuously and rhythmically over a patient's skin in one direction only, with the aim of increasing blood flow in that direction and aiding the dispersal of any swelling due to oedema."
"effort syndrome","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>effort syndrome</b> (<b>ef</b>-ert) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition of marked anxiety about the condition of one's heart and circulatory system. This is accompanied by a heightened consciousness of heartbeat and respiration, which in turn is worsened by the anxiety it induces."
"effusion","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>effusion</b> (i-<b>few</b>-<i>zh</i>ŏn) <span class=""abrv""><i>n.</i></span>
<br class=""nLine"" /><b>1</b> the escape of pus, serum, blood, lymph, or other fluid into a body cavity.
<br class=""nLine"" /><b>2</b> fluid that has escaped into a body cavity."
"eflornithine","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>eflornithine</b> (ef-<b>lor</b>-ni-theen) <span class=""abrv""><i>n.</i></span><div class=""content"">a drug used for the treatment of sleeping sickness. It is administered by mouth and intravenous injection. Trade name: <i>DMFO</i> ."
"egg cell","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>egg cell</b> (eg) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://ovum""><span class=""links"">OVUM</span></a>."
"ego","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ego</b> (<b>eg</b>-oh) <span class=""abrv""><i>n.</i></span><div class=""content""><span color=""red""><b><i>(in psychoanalysis)</b></i></span> the part of the mind that develops from a person's experience of the outside world and is most in touch with external realities."
"Ehrlich's theory","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Ehrlich's theory</b> (<b>air</b>-liks) <span class=""abrv""><i>n.</i></span><div class=""content"">an early theory of antibody production, postulating that receptor groups with side chains were carried on cells and combined with antigens. The receptors were then thrown off the cell and became antibodies in the circulation. [P. Ehrlich (1854&ndash;1915), German bacteriologist]"
"eidetic","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>eidetic</b> (l-<b>det</b>-ik) <span class=""abrv""><i>adj.</i></span><div class=""content"">see <a href=""entry://imagery""><span class=""links"">IMAGERY</span></a>."
"Eisenmenger reaction","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Eisenmenger reaction</b> (<b>l</b>-zĕn-meng-er) <span class=""abrv""><i>n.</i></span><div class=""content"">a condition in which pulmonary hypertension is associated with a septal defect, so that blood flows from the right to the left side of the heart or from the pulmonary artery to the aorta.
<br class=""nLine"" />Oxygen-depleted blood enters the general circulation, which results in cyanosis and polycythaemia. [V. Eisenmenger (1864&ndash;1932), German physician]"
"ejaculation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>ejaculation</b> (i-jak-yoo-<b>lay</b>-shŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">the discharge of semen from the erect penis at the moment of sexual climax (orgasm) in the male."
"elastic cartilage","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>elastic cartilage</b> (i-<b>lasst</b>-ik) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://cartilage""><span class=""links"">CARTILAGE</span></a>."
"elastic tissue","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>elastic tissue</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">strong extensible flexible connective tissue rich in yellow <i>elastic fibres</i> . Elastic tissue is found in the dermis of the skin, in arterial walls, and in the walls of the alveoli of the lungs."
"elastin","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>elastin</b> (i-<b>lasst</b>-in) <span class=""abrv""><i>n.</i></span><div class=""content"">protein forming the major constituent of elastic tissue fibres."
"elastography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>elastography</b> (i-lasst-<b>og</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">an ultrasonic imaging technique that displays the elasticity of soft tissues. It has been found useful in demonstrating abnormalities of both muscle and breast tissue."
"elation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>elation</b>
<i>(exaltation)</i> (i-<b>lay</b>-shŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">a state of cheerful excitement and enthusiasm. Marked elation of mood is a characteristic of mania or hypomania."
"elbow","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>elbow</b> (<b>el</b>-boh) <span class=""abrv""><i>n.</i></span><div class=""content"">the joint in the arm formed between the ulna and part of the radius and the humerus."
"Electra complex","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>Electra complex</b> (i-<b>lek</b>-tră) <span class=""abrv""><i>n.</i></span><div class=""content"">the unconscious sexual feelings of a girl for her father, accompanied by aggressive feelings for her mother. Compare <a href=""entry://Oedipus complex""><span class=""links"">OEDIPUS COMPLEX</span></a>."
"electrocardiogram","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrocardiogram</b> (ECG) (i-lek-troh-<b>kar</b>-di-oh-gram) <span class=""abrv""><i>n.</i></span><div class=""content"">a recording of the electrical activity of the heart on a moving paper strip. The ECG tracing is recorded by means of an electrocardiograph (see <a href=""entry://electrocardiography""><span class=""links"">ELECTROCARDIOGRAPHY</span></a>). It aids in the diagnosis of heart disease, which may produce characteristic changes in the ECG. <center class=""centre""><img src=""000029.jpg"" class=""h_w_auto"" />
<br class=""nLine"" /></center>"
"electrocardiography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrocardiography</b> (i-lek-troh-kar-di-<b>og</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">a technique for recording the electrical activity of the heart. Electrodes connected to the recording apparatus (<i>electrocardiograph</i> ) are placed on the skin of the four limbs and chest wall; the record itself is called an electrocardiogram (ECG)."
"electrocardiophonography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrocardiophonography</b> (i-lek-troh-kar-di-oh-fŏ-<b>nog</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">a technique for recording heart sounds and murmurs simultaneously with the ECG. The sound is picked up by a microphone placed over the heart. The tracing is a <i>phonocardiogram</i> ."
"electrocautery","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrocautery</b> (i-lek-troh-<b>kaw</b>-ter-i) <span class=""abrv""><i>n.</i></span><div class=""content"">the destruction of diseased or unwanted tissue by means of a needle or snare that is electrically heated."
"electrocoagulation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrocoagulation</b> (i-lek-troh-koh-ag-yoo-<b>lay</b>-shŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">the coagulation of tissues by means of a high-frequency electric current concentrated at one point as it passes through them."
"electrocochleography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrocochleography</b> (ECoG) (i-lek-troh-kok-li-<b>og</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">a test to measure electrical activity produced within the cochlea in response to a sound stimulus. It is used in the diagnosis of Ménière's disease and other forms of sensorineural deafness."
"electroconvulsive therapy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electroconvulsive therapy</b>
<i>(ECT, electroplexy)</i> (i-lek-troh-kŏn-<b>vul</b>-siv) <span class=""abrv""><i>n.</i></span><div class=""content"">a treatment for severe depression and occasionally for schizophrenia and mania. A convulsion is produced by passing an electric current through the brain; it is modified by giving a muscle relaxant drug and an anaesthetic."
"electrode","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrode</b> (i-<b>lek</b>-trohd) <span class=""abrv""><i>n.</i></span><div class=""content"">any part of an electrical conductor or recording device that is used to apply electric current to a part of the body or collect electrical activity (e.g. from the heart or brain)."
"electrodesiccation","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrodesiccation</b> (i-lek-troh-dess-i-<b>kay</b>-shŏn) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://fulguration""><span class=""links"">FULGURATION</span></a>."
"electroencephalogram","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electroencephalogram</b> (EEG) (i-lek-troh-en-<b>sef</b>-ă-lŏ-gram) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://electroencephalography""><span class=""links"">ELECTROENCEPHALOGRAPHY</span></a>."
"electroencephalography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electroencephalography</b> (i-lek-troh-en-sef-ă-<b>log</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">the technique for recording the electrical activity from different parts of the brain and converting it into a tracing called an <i>electroencephalogram</i> (EEG). The machine that records this activity is known as an <i>encephalograph</i> .
<br class=""nLine"" />Electroencephalography is mostly used in the diagnosis and management of epilepsy."
"electroglottography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electroglottography</b> (i-lek-troh-glot-<b>og</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">a method of assessing laryngeal function using external recording electrodes."
"electrolysis","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrolysis</b> (i-lek-<b>trol</b>-i-sis) <span class=""abrv""><i>n.</i></span>
<br class=""nLine"" /><b>1</b> the chemical decomposition of a substance (see <a href=""entry://electrolyte""><span class=""links"">ELECTROLYTE</span></a>) into positively and negatively charged ions (see <a href=""entry://anion""><span class=""links"">ANION</span></a>, <a href=""entry://cation""><span class=""links"">CATION</span></a>) when an electric current is passed through it.
<br class=""nLine"" /><b>2</b> destruction of tissue, especially hair follicles (see <a href=""entry://epilation""><span class=""links"">EPILATION</span></a>), by the passage of an electric current."
"electrolyte","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrolyte</b> (i-<b>lek</b>-trŏ-lyt) <span class=""abrv""><i>n.</i></span><div class=""content"">a solution that produces ions; for example, sodium chloride solution consists of free sodium and free chloride ions. In medical usage electrolyte usually means the ion itself; thus the <i>serum electrolyte level</i> is the concentration of separate ions (sodium, potassium, chloride, bicarbonate, etc.) in the circulating blood. See also <a href=""entry://anion""><span class=""links"">ANION</span></a>, <a href=""entry://cation""><span class=""links"">CATION</span></a>."
"electromyography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electromyography</b> (i-lek-troh-my-<b>og</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">continuous recording of the electrical activity of a muscle by means of electrodes inserted into the muscle fibres. The tracing is displayed on an oscilloscope."
"electron","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electron</b> (i-<b>lek</b>-tron) <span class=""abrv""><i>n.</i></span><div class=""content"">a negatively charged particle in an atom, one or more of which orbit around the positively charged nucleus of the atom."
"electron microscope","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electron microscope</b>
<span class=""abrv""><i>n.</i></span><div class=""content"">a microscope that uses a beam of electrons as a radiation source for viewing the specimen. The resolving power (ability to register fine detail) is a thousand times greater than that of an ordinary light microscope."
"electrooculography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrooculography</b> (i-lek-troh-ok-yoo-<b>log</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">an electrical method of recording eye movements by means of tiny electrodes attached to the skin at the inner and outer corners of the eye. The recording is an <i>electrooculogram</i> (EOG)."
"electroplexy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electroplexy</b> (i-<b>lek</b>-troh-pleks-i) <span class=""abrv""><i>n.</i></span><div class=""content"">see <a href=""entry://electroconvulsive therapy""><span class=""links"">ELECTROCONVULSIVE THERAPY</span></a>."
"electroretinography","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electroretinography</b> (i-lek-troh-ret-in-<b>og</b>-răfi) <span class=""abrv""><i>n.</i></span><div class=""content"">a method of recording changes in the electrical potential of the retina when it is stimulated by light; the recording is an electroretinogram (ERG). One electrode is placed on the eye in a contact lens and the other is usually attached to the back of the head."
"electrosurgery","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrosurgery</b> (i-lek-troh-<b>serj</b>-er-i) <span class=""abrv""><i>n.</i></span><div class=""content"">the use of a high-frequency electric current from a fine wire electrode (a diathermy knife) to cut tissue. The ground electrode is a large metal plate. When used correctly, little heat spreads to the surrounding tissues, in contrast to electrocautery."
"electrotherapy","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electrotherapy</b> (i-lek-troh-<b>th'e</b>-ră-pi) <span class=""abrv""><i>n.</i></span><div class=""content"">the passage of electric currents through the body's tissues to stimulate the functioning of nerves and the muscles that they supply. See also <a href=""entry://faradism""><span class=""links"">FARADISM</span></a>, <a href=""entry://galvanism""><span class=""links"">GALVANISM</span></a>."
"electuary","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>electuary</b> (i-<b>lek</b>-tew-er-i) <span class=""abrv""><i>n.</i></span><div class=""content"">a pharmaceutical preparation in which the drug is made up into a paste with syrup or honey."
"element","<link rel=""stylesheet"" type=""text/css"" href=""mystyle.css"" />
<b>element</b> (<b>el</b>-i-mĕnt) <span class=""abrv""><i>n.</i></span><div class=""content"">a substance, such as carbon, nitrogen, or oxygen, that cannot be decomposed into simpler substances. All the atoms of an element have the same number of protons. See also <a href=""entry://isotope""><span class=""links"">ISOTOPE</span></a>, <a href=""entry://trace element""><span class=""links"">TRACE ELEMENT</span></a>."
