flds,sfld
"她在看做菜的節目。<br><br>她在看做菜的节目。tā zài kàn zuò cài de jié mù<br><br>She is watching a cooking show.","她在看做菜的節目。她在看做菜的节目。"
"你寫的很好。<br><br>你写的很好。nǐ xiě de hěn hǎo<br><br>You write very well.","你寫的很好。你写的很好。"
"你太太畫得非常好。<br><br>你太太画得非常好。nǐ tài tài huà de fēi cháng hǎo<br><br>Your wife paints very well.","你太太畫得非常好。你太太画得非常好。"
"中國字，你寫得很好。<br><br>中国字，你写得很好。zhōng guó zì nǐ xiě de hěn hǎo<br><br>You write Chinese characters very well.","中國字，你寫得很好。中国字，你写得很好。"
"我練習得不夠。<br><br>我练习得不够。wǒ liàn xí de bù gòu<br><br>I don't practice enough.","我練習得不夠。我练习得不够。"
"這輛車，你買得太貴了。<br><br>这辆车，你买得太贵了。zhè liàng chē nǐ mǎi de tài guì le<br><br>You paid too much for this car.","這輛車，你買得太貴了。这辆车，你买得太贵了。"
"你寫中國字寫得很好。<br><br>你写中国字写得很好。nǐ xiě zhōng guó zì xiě de hěn hǎo<br><br>You write Chinese very well.","你寫中國字寫得很好。你写中国字写得很好。"
"你開車，開得太快了。<br><br>你开车，开得太快了。nǐ kāi chē kāi dé tài kuài le<br><br>You drive too fast.","你開車，開得太快了。你开车，开得太快了。"
"我說中文，說得不太好。<br><br>我说中文，说得不太好。wǒ shuō zhōng wén shuō dé bù tài hǎo<br><br>I don't speak Chinese very well.","我說中文，說得不太好。我说中文，说得不太好。"
"你的中國字寫得很好。<br><br>你的中国字写得很好。nǐ de zhōng guó zì xiě de hěn hǎo<br><br>Your Chinese writing is very good.","你的中國字寫得很好。你的中国字写得很好。"
"王老師的英文，教得很好。<br><br>王老师的英文，教得很好。wáng lǎo shī de yīng wén jiào de hěn hǎo<br><br>Teacher Wang teaches English very well.","王老師的英文，教得很好。王老师的英文，教得很好。"
"他們的小籠包，做得特別好。<br><br>他们的小笼包，做得特别好。tā men de xiǎo lóng bāo zuò de tè bié hǎo<br><br>Their dumplings are especially good.","他們的小籠包，做得特別好。他们的小笼包，做得特别好。"
"你，中國字寫得很好。<br><br>你，中国字写得很好。nǐ zhōng guó zì xiě de hěn hǎo<br><br>You write Chinese very well.","你，中國字寫得很好。你，中国字写得很好。"
"他們，牛肉麵做得特別好。<br><br>他们，牛肉面做得特别好。tā men niú ròu miàn zuò de tè bié hǎo<br><br>They make beef noodles especially well.","他們，牛肉麵做得特別好。他们，牛肉面做得特别好。"
"這台電腦因爲款式新，所以比較貴。<br><br>这台电脑因为款式新，所以比较贵。zhè tái diàn nǎo yīn wèi kuǎn shì xīn suǒ yǐ bǐ jiào guì<br><br>This computer is a new model, so it's more expensive.","這台電腦因爲款式新，所以比較貴。这台电脑因为款式新，所以比较贵。"
"因爲這個餐廳的菜非常好吃，所以生意特別好。<br><br>因为这个餐厅的菜非常好吃，所以生意特别好。yīn wèi zhè ge cān tīng de cài fēi cháng hào chī suǒ yǐ shēng yì tè bié hǎo<br><br>Because this restaurant's food is very delicious, buisiness is especially good.","因爲這個餐廳的菜非常好吃，所以生意特別好。因为这个餐厅的菜非常好吃，所以生意特别好。"
"大概因爲我愛吃中國菜，所以覺得做中國菜很有意思。<br><br>大概因为我爱吃中国菜，所以觉得做中国菜很有意思。dà gài yīn wèi wǒ ài chī zhōng guó cài suǒ yǐ ju éde zuò zhōng guó cài hěn yǒu yì si<br><br>It's probably because I like Chinese food so much that I find cooking Chinese food to be so interesting.","大概因爲我愛吃中國菜，所以覺得做中國菜很有意思。大概因为我爱吃中国菜，所以觉得做中国菜很有意思。"
"爲什麽客人都愛買那個牌子的車？<br><br>为什么客人都爱买那个牌子的车？wèi shén me kè rén dōu ài mǎi nà ge pái zi de chē<br><br>Why do all the customers love to by that brand of car?","爲什麽客人都愛買那個牌子的車？为什么客人都爱买那个牌子的车？"
"你家在哪裏？<br><br>你家在哪里？nǐ jiā zài nǎ lǐ<br><br>Where is your home?","你家在哪裏？你家在哪里？"
"這是東一路。<br><br>这是东一路。zhè shì dōng yī lù<br><br>This is 1st East Road.","這是東一路。这是东一路。"
"她不在圖書館。<br><br>她不在图书馆。tā bù zài tú shū guǎn<br><br>She isn't in the library.","她不在圖書館。她不在图书馆。"
"你後面是張先生。<br><br>你后面是张先生。nǐ hòu miàn shì zhāng xiān shēng<br><br>Behind you is Mr. Zhang.","你後面是張先生。你后面是张先生。"
"他家在二樓。<br><br>他家在二楼。tā jiā zài èr lóu<br><br>His home is on the 2nd floor.","他家在二樓。他家在二楼。"
"圖書館裏有很多書。<br><br>图书馆里有很多书。tú shū guǎn li yǒu hěn duō shū<br><br>There are a lot of books in the library.","圖書館裏有很多書。图书馆里有很多书。"
"誰在裏面？<br><br>谁在里面？sheí zài lǐ miàn<br><br>Who is inside?","誰在裏面？谁在里面？"
"我家附近沒有大學。<br><br>我家附近没有大学。wǒ jiā fù jìn méi yǒu dà xué<br><br>There aren't any universities near my house.","我家附近沒有大學。我家附近没有大学。"
"那家書店裏有很多學生。<br><br>那家书店里有很多学生。nà jiā shū diàn li yǒu hěn duō xué shēng<br><br>There are a lot of students in that bookstore.","那家書店裏有很多學生。那家书店里有很多学生。"
"他在外面。<br>tā zài wài miàn<br><br>He is outside.","他在外面。"
"那家書店就賣中文書。<br><br>那家书店就卖中文书。nà jiā shū diàn jiù mài zhōng wén shū<br><br>That bookstore only sells Chinese books.","那家書店就賣中文書。那家书店就卖中文书。"
"你的衣服不在那裏。<br><br>你的衣服不在那里。nǐ de yī fú bù zài nà lǐ<br><br>Your clothes aren't there.","你的衣服不在那裏。你的衣服不在那里。"
"他不在客廳。<br>呢麽，他一定在書房。<br><br>他不在客厅。<br>呢么，他一定在书房。tā bù zài kè tīng<br>ne me tā yī dìng zài shū fáng<br><br>He is not in the living room.<br>Well then, he must be in the study.","他不在客廳。呢麽，他一定在書房。他不在客厅。呢么，他一定在书房。"
"我家附近有很多書店，所以買書很方便。<br><br>我家附近有很多书店，所以买书很方便。wǒ jiā fù jìn yǒu hěn duō shū diàn suǒ yǐ mǎi shū hěn fāng biàn<br><br>There are a lot of bookstores near my house, so buying books is really convenient.","我家附近有很多書店，所以買書很方便。我家附近有很多书店，所以买书很方便。"
"東一路有一所學校。<br><br>东一路有一所学校。dōng yī lù yǒu yī suǒ xué xiào<br><br>There is a school on First East Road.","東一路有一所學校。东一路有一所学校。"
"那房子很大。nà fáng zi hěn dà<br><br>That house is very big.","那房子很大。"
"我家的客廳不大。<br><br>我家的客厅不大。wǒ jiā de kè tīng bù dà<br><br>The living room in my house is not very big.","我家的客廳不大。我家的客厅不大。"
"他們在飯廳吃飯呢。<br><br>他们在饭厅吃饭呢。tā men zài fàn tīng chī fàn ne<br><br>They are eating in the dining room.","他們在飯廳吃飯呢。他们在饭厅吃饭呢。"
"那邊沒有房子。<br><br>那边没有房子。nà biān méi yǒu fáng zi<br><br>There aren't any houses over there.","那邊沒有房子。那边没有房子。"
"她在我旁邊。<br><br>她在我旁边。tā zài wǒ páng biān<br><br>She is beside me.","她在我旁邊。她在我旁边。"
"那間是客廳。<br><br>那间是客厅。nà jiān shì kè tīng<br><br>That room is the living room.","那間是客廳。那间是客厅。"
"我的書房在樓上。<br><br>我的书房在楼上。wǒ de shū fáng zài lóu shàng<br><br>My study is upstairs.","我的書房在樓上。我的书房在楼上。"
"那間屋子裏有人。<br><br>那间屋子里有人。nà jiān wū zi li yǒu rén<br><br>There are people in that room.","那間屋子裏有人。那间屋子里有人。"
"上面有很多畫。<br><br>上面有很多画。shàng miàn yǒu hěn duō huà<br><br>There are many paintings up there.","上面有很多畫。上面有很多画。"
"這是我妹妹的房間。<br><br>这是我妹妹的房间。zhè shì wǒ mèi mei de fáng jiān<br><br>This is my younger sister's room.","這是我妹妹的房間。这是我妹妹的房间。"
"那個小學有很多學生。<br><br>那个小学有很多学生。nà ge xiǎo xué yǒu hěn duō xué shēng<br><br>That elementary school has many students.","那個小學有很多學生。那个小学有很多学生。"
"我家離他家很近。<br><br>我家离他家很近。wǒ jiā lí tā jiā hěn jìn<br><br>My house is very close to his.","我家離他家很近。我家离他家很近。"
"臺灣離美國很遠。<br><br>台湾离美国很远。tái wān lí měi guó hěn yuǎn<br><br>Taiwan is far from America.","臺灣離美國很遠。台湾离美国很远。"
"你家在什麽地方？<br><br>你家在什么地方？nǐ jiā zài shén me dì fāng<br><br>Where is your home?","你家在什麽地方？你家在什么地方？"
"他在書房裏看書呢。<br><br>他在书房里看书呢。tā zài shū fáng lǐ kàn shū ne<br><br>He is reading in the study.","他在書房裏看書呢。他在书房里看书呢。"
"你的筆在書下面。<br><br>你的笔在书下面。nǐ de bǐ zài shū xià miàn<br><br>Your pen is under the book.","你的筆在書下面。你的笔在书下面。"
"你的書在那張桌子上。<br><br>你的书在那张桌子上。nǐ de shū zài nà zhāng zhuō zi shàng<br><br>Your book is on that table.","你的書在那張桌子上。你的书在那张桌子上。"
"椅子底下沒有東西。<br><br>椅子底下没有东西。yǐ zi dǐ xia méi yǒu dōng xi<br><br>There is nothing under the chair.","椅子底下沒有東西。椅子底下没有东西。"
"我家就在前面。wǒ jiā jiù zài qián miàn<br><br>My house is just ahead.","我家就在前面。"
"他的書在這裡。<br><br>他的书在这里。tā de shū zài zhè lǐ<br><br>His book is here.","他的書在這裡。他的书在这里。"
"那家餐廳是新的。<br><br>那家餐厅是新的。nà jiā cān tīng shì xīn de<br><br>That restaurant is new.","那家餐廳是新的。那家餐厅是新的。"
"我家附近有很多商店。wǒ jiā fù jìn yǒu hěn duō shāng diàn<br><br>There are many stores near my house.","我家附近有很多商店。"
"書在哪裏？<br>書在桌子上。<br><br>书在哪里？<br>书在桌子上。shū zài nǎ lǐ<br>shū zài zhuō zi shàng<br><br>Where is the book?<br>The book is on the table.","書在哪裏？書在桌子上。书在哪里？书在桌子上。"
"我父母都在日本。wǒ fù mǔ dōu zài rì běn<br><br>My parents are both in Japan.","我父母都在日本。"
"請問，洗手間在哪裏?
洗手間在那邊。<br><br>请问，洗手间在哪里？
洗手间在那边。qǐng wèn xǐ shǒu jiān zài nǎ lǐ
xǐ shǒu jiān zài nà biān<br><br>Excuse me, where is the washroom?
The washroom is on that side.","請問，洗手間在哪裏?洗手間在那邊。请问，洗手间在哪里？洗手间在那边。"
"他的東西椅子底下。<br><br>他的东西椅子底下。tā de dōng xi yǐ zi dǐ xia<br><br>His things are under the chair.","他的東西椅子底下。他的东西椅子底下。"
"你的筆在我這裡。<br><br>你的笔在我这里。nǐ de bǐ zài wǒ zhè lǐ<br><br>Your pen is at my place.","你的筆在我這裡。你的笔在我这里。"
"現在他不在家，他在學校裏。<br><br>现在他不在家，他在学校里。xiàn zài tā bù zài jiā tā zài xué xiào lǐ<br><br>Right now he is not at home, he's in school.","現在他不在家，他在學校裏。现在他不在家，他在学校里。"
"爸爸不在書房，也不在客廳。<br><br>爸爸不在书房，也不在客厅。bà ba bù zài shū fáng yě bù zài kè tīng<br><br>Father is not in the study, he's also not in the living room.","爸爸不在書房，也不在客廳。爸爸不在书房，也不在客厅。"
"大衛在哪裏？<br><br>大卫在哪里？dà wèi zài nǎ lǐ<br><br>Where is David?","大衛在哪裏？大卫在哪里？"
"哪裏有華文報？<br><br>哪里有华文报？nǎ li yǒu huá wén bào<br><br>Where are the Chinese newspapers?","哪裏有華文報？哪里有华文报？"
"圖書館裏有華文報。<br><br>图书馆里有华文报。tú shū guǎn li yǒu huá wén bào<br><br>In the library there are Chinese newspapers.","圖書館裏有華文報。图书馆里有华文报。"
"樓上有三個房間。<br><br>楼上有三个房间。lóu shàng yǒu sān ge fáng jiān<br><br>Upstairs there are three rooms.","樓上有三個房間。楼上有三个房间。"
"我家那裏沒有好餐廳。<br><br>我家那里没有好餐厅。wǒ jiā nà lǐ méi yǒu hǎo cān tīng<br><br>There aren't any good resturants in the area around my house.","我家那裏沒有好餐廳。我家那里没有好餐厅。"
"學校附近有很多商店。<br><br>学校附近有很多商店。xué xiào fù jìn yǒu hěn duō shāng diàn<br><br>Near the school there are a lot of shops.","學校附近有很多商店。学校附近有很多商店。"
"那間房子裏沒有人。<br><br>那间房子里没有人。nà jiān fáng zi lǐ méi yǒu rén<br><br>There aren't any people in that house.","那間房子裏沒有人。那间房子里没有人。"
"那邊有很多房子。<br><br>那边有很多房子。nà biān yǒu hěn duō fáng zi<br><br>That side has a lot of hosues.","那邊有很多房子。那边有很多房子。"
"桌子旁邊有幾個人？<br><br>桌子旁边有几个人？zhuō zi páng biān yǒu jǐ ge rén<br><br>How many people are beside the table?","桌子旁邊有幾個人？桌子旁边有几个人？"
"他在大學念書。<br><br>他在大学念书。tā zài dà xué niàn shū<br><br>He studies at university.","他在大學念書。他在大学念书。"
"父親在書房裏看書呢。<br><br>父亲在书房里看书呢。fù qīn zài shū fáng lǐ kàn shū ne<br><br>Father is in the study reading.","父親在書房裏看書呢。父亲在书房里看书呢。"
"我不常在餐廳吃飯。<br><br>我不常在餐厅吃饭。wǒ bù cháng zài cān tīng chī fàn<br><br>I don't often eat at restaurants.","我不常在餐廳吃飯。我不常在餐厅吃饭。"
"媽媽在客廳裏看電視呢。<br><br>妈妈在客厅里看电视呢。mā ma zài kè tīng lǐ kàn diàn shì ne<br><br>Mother is in the living room watching TV.","媽媽在客廳裏看電視呢。妈妈在客厅里看电视呢。"
"他哥哥姐姐都在美國念書。<br><br>他哥哥姐姐都在美国念书。tā gē ge jie jie dōu zài měi guó niàn shū<br><br>His younger brother and sister are both in America studying.","他哥哥姐姐都在美國念書。他哥哥姐姐都在美国念书。"
"他們在大樓前面說話呢。<br><br>他们在大楼前面说话呢。tā men zài dà lóu qián miàn shuō huà ne<br><br>They are in front of the building talking.","他們在大樓前面說話呢。他们在大楼前面说话呢。"
"前面的那個人是我朋友。<br><br>前面的那个人是我朋友。qián miàn dì nà ge rén shì wǒ péng yǒu<br><br>That person in front is my friend.<br><br>","前面的那個人是我朋友。前面的那个人是我朋友。"
"東一路的那些房子都很貴。<br><br>东一路的那些房子都很贵。dōng yī lù dì nà xiē fáng zi dōu hěn guì<br><br>Those houses on First East Rd. are all very expensive.","東一路的那些房子都很貴。东一路的那些房子都很贵。"
"在你家前面的那輛汽車是我的。<br><br>在你家前面的那辆汽车是我的。zài nǐ jiā qián miàn dì nà liàng qì chē shì wǒ de<br><br>That car in front of your house is mine.","在你家前面的那輛汽車是我的。在你家前面的那辆汽车是我的。"
"他家在學校後面那個大樓的五樓。<br><br>他家在学校后面那个大楼的五楼。tā jiā zài xué xiào hòu miàn nà ge dà lóu de wǔ lóu<br><br>His home is on the fifth floor of that building behind the school.","他家在學校後面那個大樓的五樓。他家在学校后面那个大楼的五楼。"
"在桌子上的那本書。<br><br>在桌子上的那本书。zài zhuō zi shàng de nà běn shū<br><br>That book on the table.","在桌子上的那本書。在桌子上的那本书。"
"我家離學校不很遠。<br><br>我家离学校不很远。wǒ jiā lí xué xiào bù hěn yuǎn<br><br>My house is not very far from the school.","我家離學校不很遠。我家离学校不很远。"
"臺灣離美國真遠。<br><br>台湾离美国真远。tái wān lí měi guó zhēn yuǎn<br><br>From Taiwan to America is really far.","臺灣離美國真遠。台湾离美国真远。"
"他買的那所房子離學校不太遠，也不太近。<br><br>他买的那所房子离学校不太远，也不太近。tā mǎi dì nà suǒ fáng zi lí xué xiào bù tài yuǎn yě bù tài jìn<br><br>The house he bought is not to far and not too close to a school.","他買的那所房子離學校不太遠，也不太近。他买的那所房子离学校不太远，也不太近。"
"她說的故事很好聽。<br><br>她说的故事很好听。tā shuō de gù shì hěn hǎo tīng<br><br>Her story is really good.","她說的故事很好聽。她说的故事很好听。"
"這家店的生意真好！<br><br>这家店的生意真好！zhè jiā diàn de shēng yì zhēn hǎo<br><br>What a busy restaurant!","這家店的生意真好！这家店的生意真好！"
"他們賣不賣三明治？<br><br>他们卖不卖三明治？tā men mài bù mài sān míng zhì<br><br>Do they sell sandwiches?","他們賣不賣三明治？他们卖不卖三明治？"
"賣，這家店賣的三明治很不錯，我最喜歡吃他們的雞肉三明治。<br><br>卖，这家店卖的三明治很不错，我最喜欢吃他们的鸡肉三明治。mài zhè jiā diàn mài de sān míng zhì hěn bù cuò wǒ zuì xǐ huan chī tā men de jī ròu sān míng zhì<br><br>They sell them, this restaurant's sandwiches are really not bad, my favorite is their chicken sandwich.","賣，這家店賣的三明治很不錯，我最喜歡吃他們的雞肉三明治。卖，这家店卖的三明治很不错，我最喜欢吃他们的鸡肉三明治。"
"飲料呢？<br><br>饮料呢？yǐn liào ne<br><br>Anything to drink?","飲料呢？饮料呢？"
"我覺得他們做的奶茶又香又甜，很好喝。<br><br>我觉得他们做的奶茶又香又甜，很好喝。wǒ jué de tā men zuò de nǎi chá yòu xiāng yòu tián hěn hǎo hē<br><br>I think their milk tea smells good and is sweet, it's very good.","我覺得他們做的奶茶又香又甜，很好喝。我觉得他们做的奶茶又香又甜，很好喝。"
"如果你想喝冰咖啡，穿花襯衫的那個年輕人，他做的冰咖啡非常好喝；戴帽子的那個女孩，她做的熱咖啡味道最好，我常喝她的熱咖啡。<br><br>如果你想喝冰咖啡，穿花衬衫的那个年轻人，他做的冰咖啡非常好喝;戴帽子的那个女孩，她做的热咖啡味道最好，我常喝她的热咖啡。rú guǒ nǐ xiǎng hē bīng kā fēi chuān huā chèn shān dì nà ge nián qīng rén tā zuò de bīng kā fēi fēi cháng hǎo hē dài mào zi dì nà ge nǚ hái ā zuò de rè kā fēi wèi dào zuì hǎo wǒ cháng hē tā de rè kā fēi<br><br>If you want to drink iced coffee, that young guy with the spotted shirt makes a great cup; that girl wearing the hat makes the best hot coffee, I normally drink her hot coffee.","如果你想喝冰咖啡，穿花襯衫的那個年輕人，他做的冰咖啡非常好喝；戴帽子的那個女孩，她做的熱咖啡味道最好，我常喝她的熱咖啡。如果你想喝冰咖啡，穿花衬衫的那个年轻人，他做的冰咖啡非常好喝;戴帽子的那个女孩，她做的热咖啡味道最好，我常喝她的热咖啡。"
"戴眼鏡的那位先生是我爸爸。<br><br>戴眼镜的那位先生是我爸爸。dài yǎn jìng dì nà wèi xiān shēng shì wǒ bà ba<br> <br>That man wearing glasses is my father.","戴眼鏡的那位先生是我爸爸。戴眼镜的那位先生是我爸爸。"
"你父親戴的眼鏡很時髦。<br><br>你父亲戴的眼镜很时髦。nǐ fù qīn dài de yǎn jìng hěn shí máo<br><br>Your father wears very stylish glasses.","你父親戴的眼鏡很時髦。你父亲戴的眼镜很时髦。"
"穿藍衣服的那位太太是你母親嗎？<br><br>穿蓝衣服的那位太太是你母亲吗？chuān lán yī fú dì nà wèi tài tài shì nǐ mǔ qīn ma<br><br>Is that woman in the blue shirt your mother?","穿藍衣服的那位太太是你母親嗎？穿蓝衣服的那位太太是你母亲吗？"
"你母親又年輕又漂亮！<br><br>你母亲又年轻又漂亮！nǐ mǔ qīn yòu nián qīng yòu piào liang<br><br>Your mother is both young and beautiful!","你母親又年輕又漂亮！你母亲又年轻又漂亮！"
"很多人說她好像是我姐姐，不是我媽媽。<br><br>很多人说她好像是我姐姐，不是我妈妈。hěn duō rén shuō tā hǎo xiàng shì wǒ jie jie bù shì wǒ mā ma<br><br>Many people say she looks more like my sister, and not like my mother.","很多人說她好像是我姐姐，不是我媽媽。很多人说她好像是我姐姐，不是我妈妈。"
"正在説話的那位小姐是我姐姐，她喝愛説話，而且很會說故事，大家都喜歡聼她說故事。<br><br>正在说话的那位小姐是我姐姐，她喝爱说话，而且很会说故事，大家都喜欢听她说故事。zhèng zài shuō huà dì nà wèi xiǎo jiě shì wǒ jie jie tā hē ài shuō huà ér qiě hěn huì shuō gù shì dà jiā dōu xǐ huan tīng tā shuō gù shì<br><br>The woman talking is my elder sister, she is very talktive, and is good at telling stories, everyone likes to listen to the stories she tells.","正在説話的那位小姐是我姐姐，她喝愛説話，而且很會說故事，大家都喜歡聼她說故事。正在说话的那位小姐是我姐姐，她喝爱说话，而且很会说故事，大家都喜欢听她说故事。"
"可是她不太會穿衣服，她穿的衣服樣式都恨舊，所以有人說她好像是我媽媽！<br><br>可是她不太会穿衣服，她穿的衣服样式都恨旧，所以有人说她好像是我妈妈！kě shì tā bù tài huì chuān yī fú tā chuān de yī fú yàng shì dōu hèn jiù suǒ yǐ yǒu rén shuō tā hǎo xiàng shì wǒ mā ma<br><br>But she is not well dressed, her clothes are always out dated, therefore people say she looks like my mother!","可是她不太會穿衣服，她穿的衣服樣式都恨舊，所以有人說她好像是我媽媽！可是她不太会穿衣服，她穿的衣服样式都恨旧，所以有人说她好像是我妈妈！"
"這家書店的生意很不錯。<br><br>这家书店的生意很不错。zhè jiā shū diàn de shēng yì hěn bù cuò<br><br>This bookshop has a good business.","這家書店的生意很不錯。这家书店的生意很不错。"
"我想吃小籠包，你呢？<br><br>我想吃小笼包，你呢？wǒ xiǎng chī xiǎo lóng bāo nǐ ne<br><br>I want to eat Xiaolong Bao, how about you?","我想吃小籠包，你呢？我想吃小笼包，你呢？"
"你女兒又聰明又可愛。<br><br>你女儿又聪明又可爱。nǐ nǚ ér yòu cōng míng yòu kě ài<br><br>You're daughter is both clever and cute.","你女兒又聰明又可愛。你女儿又聪明又可爱。"
"李先生又會說英文，有會說法文。<br><br>李先生又会说英文，有会说法文。li xiān shēng yòu huì shuō yīng wén yǒu huì shuō fǎ wén<br><br>Mr. Li can speak both English and French.","李先生又會說英文，有會說法文。李先生又会说英文，有会说法文。"
"陳太太做的這道菜又香又好吃。<br><br>陈太太做的这道菜又香又好吃。chén tài tài zuò de zhè dào cài yòu xiāng yòu hào chī<br><br>This dish that Mrs. Chen cooked both smells good and is delicious.","陳太太做的這道菜又香又好吃。陈太太做的这道菜又香又好吃。"
"我想喝杯冰啤酒。wǒ xiǎng hē bēi bīng pí jiǔ<br><br>I want to have a class of cold beer.","我想喝杯冰啤酒。"
"那位老先生很喜歡穿花襯衫。<br><br>那位老先生很喜欢穿花衬衫。nà wèi lǎo xiān shēng hěn xǐ huan chuān huā chèn shān<br><br>That old man likes to wear colorful shirts.","那位老先生很喜歡穿花襯衫。那位老先生很喜欢穿花衬衫。"
"賣菜的那位先生戴帽子。<br><br>卖菜的那位先生戴帽子。mài cài dì nà wèi xiān shēng dài mào zi<br><br>The man selling vegetables likes to wear hats.","賣菜的那位先生戴帽子。卖菜的那位先生戴帽子。"
"我不能喝酒，請給我一杯熱茶。<br><br>我不能喝酒，请给我一杯热茶。wǒ bù néng hē jiǔ qǐng gěi wǒ yī bēi rè chá<br><br>I can't drink alcohol, please give me a cup of hot tea.","我不能喝酒，請給我一杯熱茶。我不能喝酒，请给我一杯热茶。"
"張小姐的日文很好，她常常看日文雜誌。<br><br>张小姐的日文很好，她常常看日文杂志。zhāng xiǎo jiě de rì wén hěn hǎo tā cháng cháng kàn rì wén zá zhì<br><br>Miss Zhang's Japanese is really good, she often reads Japanese magazines.","張小姐的日文很好，她常常看日文雜誌。张小姐的日文很好，她常常看日文杂志。"
"你會說中文，那麽你會不會唱中文歌？<br><br>你会说中文，那么你会不会唱中文歌？nǐ huì shuō zhōng wén nà me nǐ huì bù huì chàng zhōng wén gē<br><br>You can speak Chinese, so can you sing Chinese songs?","你會說中文，那麽你會不會唱中文歌？你会说中文，那么你会不会唱中文歌？"
"我今天太累了，你做飯吧！<br><br>我今天太累了，你做饭吧！wǒ jīn tiān tài lèi le nǐ zuò fàn ba<br><br>I'm too tired today, you should cook!","我今天太累了，你做飯吧！我今天太累了，你做饭吧！"
"那個人的英文說得很好，大概是英國人吧！<br><br>那个人的英文说得很好，大概是英国人吧！nà ge rén de yīng wén shuō de hěn hǎo dà gài shì yīng guó rén ba<br><br>That man speaks English very well, he is probably British!","那個人的英文說得很好，大概是英國人吧！那个人的英文说得很好，大概是英国人吧！"
"趙小姐今天穿的那件襯衫非常好看。<br><br>赵小姐今天穿的那件衬衫非常好看。zhào xiǎo jiě jīn tiān chuān de nà jiàn chèn shān fēi cháng hǎo kàn<br><br>That shirt Miss Zhao is wearing today looks very nice.","趙小姐今天穿的那件襯衫非常好看。赵小姐今天穿的那件衬衫非常好看。"
"今天我請的客人大部分都是我的朋友。<br><br>今天我请的客人大部分都是我的朋友。jīn tiān wǒ qǐng de kè rén dà bù fèn dōu shì wǒ de péng yǒu<br><br>Most of the guests I invited today are my friends.","今天我請的客人大部分都是我的朋友。今天我请的客人大部分都是我的朋友。"
"王先生說，他今天要請我吃飯。<br><br>王先生说，他今天要请我吃饭。wáng xiān shēng shuō tā jīn tiān yào qǐng wǒ chī fàn<br><br>Mr. Wang says that he wants to invite me out to eat today.","王先生說，他今天要請我吃飯。王先生说，他今天要请我吃饭。"
"我請他買些飲料。<br><br>我请他买些饮料。wǒ qǐng tā mǎi xiē yǐn liào<br><br>I asked him to buy some drinks.","我請他買些飲料。我请他买些饮料。"
"今天我請客，你想吃什麽？<br><br>今天我请客，你想吃什么？jīn tiān wǒ qǐng kè nǐ xiǎng chī shén me<br><br>It's my treat today, what would you like to eat?","今天我請客，你想吃什麽？今天我请客，你想吃什么？"
"他給我兩個蘋果，還有一些葡萄。<br><br>他给我两个苹果，还有一些葡萄。tā gěi wǒ liǎng gè píng guǒ hái yǒu yī xiē pú táo<br><br>He gave me two apples and some grapes.","他給我兩個蘋果，還有一些葡萄。他给我两个苹果，还有一些葡萄。"
"戴眼鏡的那位小姐是我的老師。<br><br>戴眼镜的那位小姐是我的老师。dài yǎn jìng de nà wèi xiǎo jiě shì wǒ de lǎo shī<br><br>That lady wearing glasses is my teacher.","戴眼鏡的那位小姐是我的老師。戴眼镜的那位小姐是我的老师。"
"我不喜歡穿太花的衣服。<br><br>我不喜欢穿太花的衣服。wǒ bù xǐ huan chuān tài huā de yī fú<br><br>I don't like wearing clothes that are too colorful.","我不喜歡穿太花的衣服。我不喜欢穿太花的衣服。"
"時髦的衣服不一定好看。<br><br>时髦的衣服不一定好看。shí máo de yī fú bù yī dìng hǎo kàn<br><br>Fashionable clothes aren't necessarily good looking.","時髦的衣服不一定好看。时髦的衣服不一定好看。"
"你今天穿的這件衣服非常漂亮。<br><br>你今天穿的这件衣服非常漂亮。nǐ jīn tiān chuān de zhè jiàn yī fú fēi cháng piào liang<br><br>The clothes you are wearing today are very pretty.","你今天穿的這件衣服非常漂亮。你今天穿的这件衣服非常漂亮。"
"你爸爸在做什麽？
他好像看報。<br><br>你爸爸在做什么？
他好像看报。nǐ bà ba zài zuò shén me
tā hǎo xiàng kàn bào<br><br>What is your father doing?
He seems to be reading the paper.","你爸爸在做什麽？他好像看報。你爸爸在做什么？他好像看报。"
"這個餐館的東西好吃，而且很便宜。<br><br>这个餐馆的东西好吃，而且很便宜。zhè ge cān guǎn de dōng xi hào chī ér qiě hěn pián yi<br><br>The food in this restaurant is very delicious, and also very cheap.","這個餐館的東西好吃，而且很便宜。这个餐馆的东西好吃，而且很便宜。"
"大家都愛聽劉老師說故事。<br><br>大家都爱听刘老师说故事。dà jiā dōu ài tīng liú lǎo shī shuō gù shì<br><br>Everyone likes to listen to the stories that Teacher Liu tells.","大家都愛聽劉老師說故事。大家都爱听刘老师说故事。"
"說話的人是李先生。<br><br>说话的人是李先生。shuō huà de rén shì li xiān shēng<br><br>The person talking is Mr. Li.","說話的人是李先生。说话的人是李先生。"
"現在戴眼鏡的人真不少。<br><br>现在戴眼镜的人真不少。xiàn zài dài yǎn jìng de rén zhēn bù shǎo<br><br>These days quite a few people wear glasses.","現在戴眼鏡的人真不少。现在戴眼镜的人真不少。"
"抽菸的年輕人多不多？<br><br>抽烟的年轻人多不多？chōu yān de nián qīng rén duō bù duō<br><br>Do many young people smoke?","抽菸的年輕人多不多？抽烟的年轻人多不多？"
